smiles,APR_HepG2_CellLoss_72h_dn,APR_HepG2_p53Act_72h_up,APR_HepG2_MitoMembPot_24h_dn,APR_HepG2_MitoMass_72h_up,APR_Hepat_DNATexture_24hr_up,APR_HepG2_MitoMembPot_1h_dn,APR_HepG2_NuclearSize_72h_up,APR_HepG2_MitoMass_24h_up,APR_HepG2_CellCycleArrest_72h_dn,APR_HepG2_MitoMass_24h_dn,APR_HepG2_CellCycleArrest_24h_up,APR_HepG2_CellCycleArrest_24h_dn,APR_Hepat_Apoptosis_24hr_up,APR_HepG2_MitoMass_72h_dn,APR_Hepat_MitoFxnI_48hr_dn,APR_HepG2_OxidativeStress_72h_up,APR_HepG2_MicrotubuleCSK_72h_dn,APR_HepG2_MicrotubuleCSK_24h_dn,APR_Hepat_NuclearSize_48hr_dn,APR_HepG2_p53Act_24h_up,APR_HepG2_MitoticArrest_24h_up,APR_HepG2_MicrotubuleCSK_24h_up,APR_HepG2_StressKinase_24h_up,APR_HepG2_MitoticArrest_72h_up,APR_Hepat_DNADamage_24hr_up,APR_Hepat_MitoFxnI_1hr_dn,APR_HepG2_MicrotubuleCSK_72h_up,APR_HepG2_NuclearSize_72h_dn,APR_Hepat_CellLoss_24hr_dn,APR_HepG2_StressKinase_72h_up,APR_Hepat_DNATexture_48hr_up,APR_Hepat_NuclearSize_24hr_dn,APR_Hepat_Steatosis_24hr_up,APR_HepG2_CellLoss_24h_dn,APR_Hepat_Steatosis_48hr_up,APR_Hepat_CellLoss_48hr_dn,APR_Hepat_MitoFxnI_24hr_dn,APR_HepG2_MitoMembPot_72h_dn,APR_HepG2_OxidativeStress_24h_up,APR_HepG2_StressKinase_1h_up,APR_HepG2_NuclearSize_24h_dn,APR_Hepat_Apoptosis_48hr_up,APR_Hepat_DNADamage_48hr_up
CCCCCC1=CC=C(N)C=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCC(O)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,1.0,,1.0,,,,1.0,,,,0.0,1.0,,1.0,,
CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,1.0,1.0,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,1.0,0.0,,0.0,,,,1.0,,,,1.0,0.0,,0.0,,
CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
COC1=CC2=C(C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)S2(=O)=O)C(=C1)C(C)C,1.0,0.0,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,1.0,,0.0,,
CCN1N=C(C)C2=C1C(=O)NCC(=N2)C1=CC=C(O)C=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC3=NON=C3C=C2)C=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
COP(=O)(OC)SCN1C(=O)OC2=CC(Cl)=CN=C12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1CCN(CC1)C1=CC=CC=C1\C=C1/SCCN(C1=O)C1=CC=C(Cl)C(Cl)=C1,1.0,1.0,1.0,1.0,,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,1.0,,0.0,,,,1.0,,,,0.0,1.0,,1.0,,
CO\N=C(\C1=NOCCO1)C1=C(OC2=C(F)C(OC3=C(Cl)C=CC=C3)=NC=N2)C=CC=C1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
CCCCCCCCCCCCCCCCO,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC(C)O[Ti](OCCN(CCO)CCO)(OCCN(CCO)CCO)OC(C)C,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CC[C@H]1CC[C@H](NCC2=CC3=C(C=C2OC)[C@H]2C[C@H]2C(=O)N3C)[C@@H](N1)C1=CC=CC=C1,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,,1.0,,,,0.0,,,,0.0,0.0,,0.0,,
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,0.0,,0.0,,
[Na+].[O-][N+]1=C([S-])C=CC=C1,1.0,1.0,0.0,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,,,0.0,0.0,,1.0,,,,0.0,,,,0.0,1.0,,0.0,,
[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,1.0,0.0,,0.0,,
[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CN(C)CCCN(C)CCCN(C)C,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,1.0,,0.0,,
CCC(CC)NC1=C(C(C)=C(C)C=C1[N+]([O-])=O)[N+]([O-])=O,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,1.0,,0.0,,
CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
O.O.O.C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O.C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,1.0,0.0,,0.0,,
OC1=C(CC=C)C=C(C=C1)S(=O)(=O)C1=CC(CC=C)=C(O)C=C1,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,1.0,,0.0,,,,1.0,,,,1.0,1.0,,0.0,,
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,1.0,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,,0.0,,
COC1=CC=C(\C=C\C)C=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
NC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC1=NC(Cl)=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,1.0,1.0,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,1.0,,0.0,,
CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COS([O-])(=O)=O.CN1C(=CC(C2=CC=CC=C2)=[N+]1C)C1=CC=CC=C1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
COC(=O)C1=C(C=CC=C1)C(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC1=CC(OC)=C(C=C1)S(=O)(=O)N1C(=O)[C@@](N2C[C@H](O)C[C@H]2C(=O)N(C)C)(C2=CC(Cl)=CC=C12)C1=CC=CC=C1OC,1.0,1.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,0.0,1.0,,1.0,,
[Na+].C\C([O-])=C1/C(=O)OC(C)=CC1=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,1.0,1.0,,0.0,,
C[C@@H]1[C@@H]2NC[C@@H](C)C[C@H]2O[C@]11CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC2=C1C,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,1.0,,0.0,,
C[C@@H](OC1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C3OCOC3=C2)C(F)=C1)C(O)=O,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCCCCCCCN(C)CCCCCCCC,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,1.0,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,1.0,,,,1.0,0.0,,0.0,,
CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
OC(=O)C1=CC(=CC=C1)N(CC1=CN=CC=C1)C1=CC=C(OC(F)F)C(OC(F)F)=C1,1.0,1.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,0.0,1.0,,0.0,,
Cl.CCCCN1C(=O)[C@H](NC(=O)C11CCN(CC2=CC=C(OC3=CC=C(C=C3)C(O)=O)C=C2)CC1)[C@H](O)C1CCCCC1,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,0.0,1.0,,0.0,,
CC(C)[C@H](SC(C)=O)C(=O)N[C@H]1CC2=C(C=CC=C2)[C@H]2CCC[C@H](N2C1=O)C(O)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
O=C(N[C@H]1CN2CCC1CC2)C1=CC2=C(OC=C2)C=N1,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
[Na+].CC[C@H](NC(=O)C1=C([N-]S(=O)(=O)C2=CC=CC3=CC=CN=C23)C=CC(F)=C1)C1=CC=CC=C1,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,1.0,1.0,1.0,1.0,,,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,1.0,1.0,,0.0,,
CN1[C@@H](CCC1=O)C1=CN=CC=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
C1CC=CCCC=CCCC=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC1=CC=C(N)C(N)=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,1.0,1.0,,1.0,,
